CHEMICAL_NAME,CHEMICAL_ID_NUMBER,County-State,SITE_CITY,Public_CDR_SUBMISSIONS_SITE_NAME,is_rising,count
Sodium sulfide (Na(SH)),16721-80-5,seneca-ny,WATERLOO,EVANS CHEMETICS LP,1,16
"Propanoic acid, 3-mercapto-, isooctyl ester",30374-01-7,seneca-ny,WATERLOO,EVANS CHEMETICS LP,1,16
"Acetic acid, 2-mercapto-, ammonium salt (1:1)",5421-46-5,seneca-ny,WATERLOO,EVANS CHEMETICS LP,1,16
"Propanoic acid, 3,3'-dithiobis-, 1,1'-dioctadecyl ester",6729-96-0,seneca-ny,WATERLOO,EVANS CHEMETICS LP,1,16
"Acetic acid, 2-mercapto-",68-11-1,seneca-ny,WATERLOO,EVANS CHEMETICS LP,1,16
"Propanoic acid, 3,3'-thiobis-, 1,1'-dioctadecyl ester",693-36-7,seneca-ny,WATERLOO,EVANS CHEMETICS LP,1,16
"Propanoic acid, 3-mercapto-, 1,1'-[2,2-bis[(3-mercapto-1-o xopropoxy)methyl]-1,3-propanediy",7575-23-7,seneca-ny,WATERLOO,EVANS CHEMETICS LP,1,16
"1,2-Propanediol, 3-mercapto-",96-27-5,seneca-ny,WATERLOO,EVANS CHEMETICS LP,1,16
"Dodecanamide, N-[2-[(2-hydroxyethyl)amino]ethyl]-",106-09-2,barrow-ga,WINDER,RHODIA INC,0,72
"1-Propanaminium, 3-[(2-ethylhexyl)oxy]-2-hydroxy-N-(2-h ydroxy-3-sulfopropyl)-N,N-dimethyl-",108797-85-9,barrow-ga,WINDER,RHODIA INC,0,72
"1-Propanaminium, 3-butoxy-2-hydroxy-N-(2-hydroxy-3-s ulfopropyl)-N,N-dimethyl-, inner salt",108797-84-8,barrow-ga,WINDER,RHODIA INC,0,72
"Octadecanoic acid, 2-hydroxyethyl ester",111-60-4,barrow-ga,WINDER,RHODIA INC,0,72
"1-Propanesulfonic acid, 3-chloro-2-hydroxy-, sodium salt (1:1)",126-83-0,barrow-ga,WINDER,RHODIA INC,0,72
"1-Dodecanesulfonic acid, hydroxy-, sodium salt (1:?)",128824-30-6,barrow-ga,WINDER,STEPAN CO,0,72
"1H-Imidazole-1-ethanol, 4,5-dihydro-2-undecyl-",136-99-2,barrow-ga,WINDER,RHODIA INC,0,72
"Ethanesulfonic acid, 2-[methyl[(9Z)-1-oxo-9-octadecen-1-y l]amino]-, sodium salt (1:1)",137-20-2,barrow-ga,WINDER,RHODIA INC,0,72
"Sulfuric acid, monodecyl ester, sodium salt (1:1)",142-87-0,barrow-ga,WINDER,STEPAN CO,0,72
"Sulfuric acid, monooctyl ester, sodium salt (1:1)",142-31-4,barrow-ga,WINDER,STEPAN CO,0,72
"Amines, C14-18 and C16-18-unsatd. alkyl, ethoxylated, compds. with branched .alpha.-(nonylp",147923-40-8,barrow-ga,WINDER,STEPAN CO,0,72
"1-Propanaminium, N-(carboxymethyl)-N,N-dimethyl-3-[ [(13Z)-1-oxo-13-docosen-1-yl]amino]-, i",149879-98-1,barrow-ga,WINDER,RHODIA INC,0,72
Sulfuric acid monododecyl ester sodium salt (1:1),151-21-3,barrow-ga,WINDER,STEPAN CO,0,72
"1-Dodecanamine, N,N-dimethyl-, N-oxide",1643-20-5,barrow-ga,WINDER,STEPAN CO,0,72
"2-Propanol, 1-(dimethylamino)-3-[(2-ethylhexyl)oxy]-",184181-27-9,barrow-ga,WINDER,RHODIA INC,0,72
"Octanamide, N-[3-(dimethylamino)propyl]-",22890-10-4,barrow-ga,WINDER,RHODIA INC,0,72
"Decanamide, N-[3-(dimethylamino)propyl]-",22890-11-5,barrow-ga,WINDER,RHODIA INC,0,72
"1-Propanaminium, N-(carboxymethyl)-N,N-dimethyl-3-[[(9Z)- 1-oxo-9-octadecenyl]amino]-, inne",25054-76-6,barrow-ga,WINDER,RHODIA INC,0,72
"Benzenesulfonic acid, dodecyl-, sodium salt (1:1)",25155-30-0,barrow-ga,WINDER,STEPAN CO,0,72
"Ethanol, 2-[2-[2-(tridecyloxy)ethoxy]ethoxy]-, 1-(hydrogen sulfate), sodium salt (1:1)",25446-78-0,barrow-ga,WINDER,STEPAN CO,0,72
"1-Tetradecanaminium, N-(carboxymethyl)-N,N-dimethyl-, inner salt",2601-33-4,barrow-ga,WINDER,RHODIA INC,0,72
"1-Decanamine, N,N-dimethyl-, N-oxide",2605-79-0,barrow-ga,WINDER,STEPAN CO,0,72
Reaction product of fatty acid and dimethylaminoalkylamine,268441,barrow-ga,WINDER,RHODIA INC,0,72
"Dodecanamide, N-[3-(dimethylamino)propyl]-",3179-80-4,barrow-ga,WINDER,RHODIA INC,0,72
"Dodecene-1-sulfonic acid, sodium salt (1:1)",30965-85-6,barrow-ga,WINDER,STEPAN CO,0,72
"1-Propanaminium, N-(carboxymethyl)-N,N-dimethyl-3-[(1-o xohexadecyl)amino]-, inner salt",32954-43-1,barrow-ga,WINDER,RHODIA INC,0,72
"1-Tetradecanamine, N,N-dimethyl-, N-oxide",3332-27-2,barrow-ga,WINDER,STEPAN CO,0,72
"1H-Imidazole-1-ethanol, 2-heptyl-4,5-dihydro-",36060-61-4,barrow-ga,WINDER,RHODIA INC,0,72
"Hexadecanamide, N-[3-(dimethylamino)propyl]-",39669-97-1,barrow-ga,WINDER,RHODIA INC,0,72
"1-Propanaminium, N-(carboxymethyl)-N,N-dimethyl-3-[(1-o xododecyl)amino]-, inner salt",4292-10-8,barrow-ga,WINDER,RHODIA INC,0,72
"Ethanesulfonic acid, 2-(methylamino)-, sodium salt (1:1)",4316-74-9,barrow-ga,WINDER,RHODIA INC,0,72
"Tetradecanamide, N-[3-(dimethylamino)propyl]-",45267-19-4,barrow-ga,WINDER,RHODIA INC,0,72
"1,3,5-Triazine-1,3,5(2H,4H,6H)-t riethanol",4719-04-4,barrow-ga,WINDER,STEPAN CO,0,72
"1-Propanaminium, N-(carboxymethyl)-N,N-dimethyl-3-[(1-o xotetradecyl)amino]-, inner salt",59272-84-3,barrow-ga,WINDER,RHODIA INC,0,72
"Ethanesulfonic acid, 2-(methylamino)-, N-coco acyl derivs., sodium salts",61791-42-2,barrow-ga,WINDER,RHODIA INC,0,72
"Dodecanamide, N-[3-(dimethyloxidoamino)propyl]-",61792-31-2,barrow-ga,WINDER,STEPAN CO,0,72
"1-Propanaminium, N-(carboxymethyl)-N,N-dimethyl-3-[(1-o xooctadecyl)amino]-, inner salt",6179-44-8,barrow-ga,WINDER,RHODIA INC,0,72
"Fatty acids, coco, hydrogenated, reaction products with 2-[(2-aminoethyl)amino]ethanol and",618104-39-5,barrow-ga,WINDER,RHODIA INC,0,72
"Octadecanoic acid, 1,1'-(1,2-ethanediyl) ester",627-83-8,barrow-ga,WINDER,RHODIA INC,0,72
"Fatty acids, coco, reaction products with polyethylenepolyamines",64754-98-9,barrow-ga,WINDER,RHODIA INC,0,72
"Fatty acids, C8-18 and C18-unsatd., 2-sulfoethyl esters, sodium salts",663917-70-2,barrow-ga,WINDER,RHODIA INC,0,72
"Fatty acids, coco, reaction products with 2-[(2-aminoethyl)amino]ethanol",67784-90-1,barrow-ga,WINDER,RHODIA INC,0,72
"Tetradecanamide, N-[3-(dimethyloxidoamino)propyl]-",67806-10-4,barrow-ga,WINDER,STEPAN CO,0,72
"Acetic acid, 2-(2-butoxyethoxy)-, sodium salt (1:1)",67990-17-4,barrow-ga,WINDER,RHODIA INC,0,72
"Quaternary ammonium compounds, di-C14-18-alkyldimethyl, Me sulfates",68002-58-4,barrow-ga,WINDER,STEPAN CO,0,72
"Decanoic acid, reaction products with 2-[(2-aminoethyl)amino]ethanol, octanoic acid and sod",680204-77-7,barrow-ga,WINDER,RHODIA INC,0,72
"Benzenesulfonic acid, mono-C10-16-alkyl derivs., sodium salts",68081-81-2,barrow-ga,WINDER,STEPAN CO,0,72
"Imidazolium compounds, 4,5-dihydro-1-methyl-2-nortallow alkyl-1-(2-tallow amidoethyl), Me s",68122-86-1,barrow-ga,WINDER,STEPAN CO,0,72
"Amides, coco, N-[3-(dimethylamino)propyl], N-oxides",68155-09-9,barrow-ga,WINDER,STEPAN CO,0,72
"1-Dodecanaminium, N-(carboxymethyl)-N,N-dimethyl-, inner salt",683-10-3,barrow-ga,WINDER,RHODIA INC,0,72
"Fatty acids, tall-oil, triesters with sorbitol",68334-19-0,barrow-ga,WINDER,STEPAN CO,0,72
"Betaines, coco alkyldimethyl",68424-94-2,barrow-ga,WINDER,RHODIA INC,0,72
"Sulfonic acids, C14-16-alkane hydroxy and C14-16-alkene, sodium salts",68439-57-6,barrow-ga,WINDER,STEPAN CO,0,72
"Benzenesulfonic acid, C10-16-alkyl derivs.",68584-22-5,barrow-ga,WINDER,STEPAN CO,0,72
"Octadecanoic acid, reaction products with acetic acid and tetraethylenepentamine",68585-02-4,barrow-ga,WINDER,RHODIA INC,0,72
"Sulfuric acid, mono-C10-16-alkyl esters, sodium salts",68585-47-7,barrow-ga,WINDER,STEPAN CO,0,72
"Imidazolium compounds, 1-[2-(2-carboxyethoxy)ethyl]-1(or 3)-(2-carboxyethyl)-4,5-dihydro-2-",68604-71-7,barrow-ga,WINDER,RHODIA INC,0,72
"Acetic acid, 2-chloro-, reaction products with 2-heptyl-4,5-dihydro-1H-imidazole-1-e thanol",68608-64-0,barrow-ga,WINDER,RHODIA INC,0,72
"Acetic acid, 2-chloro-, sodium salt (1:1), reaction products with 4,5-dihydro-2-undecyl-1H-",68608-66-2,barrow-ga,WINDER,RHODIA INC,0,72
"2-Propenoic acid, methyl ester, reaction products with 2-ethyl-1-hexanamine and sodium hydr",68610-44-6,barrow-ga,WINDER,RHODIA INC,0,72
"Decanoic acid, reaction products with 2-[(2-aminoethyl)amino]ethanol and octanoic acid",68815-24-7,barrow-ga,WINDER,RHODIA INC,0,72
"Octanoic acid, reaction products with 2-[(2-aminoethyl)amino]ethanol, acrylic acid alkylate",68815-55-4,barrow-ga,WINDER,RHODIA INC,0,72
"Fatty acids, tall-oil, reaction products with polyethylenepolyamines",68910-93-0,barrow-ga,WINDER,RHODIA INC,0,72
"1-Propanaminium, N-(3-aminopropyl)-2-hydroxy-N,N-d imethyl-3-sulfo-, N-(C12-18 and C18-unsa",691400-36-9,barrow-ga,WINDER,RHODIA INC,0,72
"Amides, peanut-oil, N-[3-(dimethylamino)propyl]",691400-76-7,barrow-ga,WINDER,RHODIA INC,0,72
"1-Propanaminium, 3-amino-N-(carboxymethyl)-N,N-dimethyl-, N-peanut-oil acyl derivs., inner",691401-28-2,barrow-ga,WINDER,RHODIA INC,0,72
"1H-Imidazole-1-ethanol, 4,5-dihydro-2-tridecyl-",6942-02-5,barrow-ga,WINDER,RHODIA INC,0,72
"Amides, coco, N-[3-(dimethylamino)propyl], alkylation products with chloroacetic acid, sodi",70851-07-9,barrow-ga,WINDER,RHODIA INC,0,72
"1-Hexadecanamine, N,N-dimethyl-, N-oxide",7128-91-8,barrow-ga,WINDER,STEPAN CO,0,72
"1-Propanaminium, N-(carboxymethyl)-N,N-dimethyl-3-[(1-o xodecyl)amino]-, inner salt",73772-45-9,barrow-ga,WINDER,RHODIA INC,0,72
"1-Propanaminium, N-(carboxymethyl)-N,N-dimethyl-3-[(1-o xooctyl)amino]-, inner salt",73772-46-0,barrow-ga,WINDER,RHODIA INC,0,72
"Octadecanamide, N-[3-(dimethylamino)propyl]-",7651-02-7,barrow-ga,WINDER,RHODIA INC,0,72
"Octadecanoic acid, 2-(2-hydroxyethoxy)ethyl ester",106-11-6,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Octadecanamide, N,N'-1,2-ethanediylbis-",110-30-5,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"2,4-Imidazolidinedione, 1-bromo-3-chloro-5,5-dimethyl-",16079-88-2,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"1,2,3-Propanetriol, homopolymer",25618-55-7,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"3(2H)-Isothiazolone, 5-chloro-2-methyl-",26172-55-4,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Sorbitan, monohexadecanoate",26266-57-9,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Sorbitan, tri-(9Z)-9-octadecenoate",26266-58-0,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"3(2H)-Isothiazolone, 2-methyl-",2682-20-4,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"2,4-Imidazolidinedione, 1,3-bis(2-hydroxyethyl)-5,5-dimethyl-",26850-24-8,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"1H-Imidazole-1-ethanol, 2-(heptadecen-1-yl)-4,5-dihydro-",27136-73-8,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"2,4-Imidazolidinedione, (hydroxymethyl)-5,5-dimethyl-",27636-82-4,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxohexadecyl)-.omega.-[(1-o xohexadecyl)oxy]-",32628-06-1,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"2,4-Imidazolidinedione, bromochloro-5,5-dimethyl-",32718-18-6,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Poly(oxy-1,2-ethanediyl), .alpha.,.alpha.'-[(4,4-dimethyl-2,5-d ioxo-1,3-imidazolidinediyl)",51919-48-3,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, ether with D-glucitol (6:1)",53694-15-8,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Amides, coco",61789-19-3,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Fatty acids, tall-oil, hexaesters with sorbitol, ethoxylated",61790-90-7,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Fatty acids, tall-oil, ethoxylated",61791-00-2,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Fatty acids, coco, ethoxylated",61791-29-5,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"1H-Imidazole-1-ethanol, 4,5-dihydro-, 2-norcoco alkyl derivs.",61791-38-6,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, ether with D-glucitol (6:1), tetr",63089-86-1,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Poly(oxy-1,2-ethanediyl), .alpha.,.alpha.'-[(4,4-dimethyl-2,5-d ioxo-1,3-imidazolidinediyl)",63089-87-2,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Glycerides, C14-18",67701-27-3,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Glycerides, C8-18 and C18-unsatd.",67701-28-4,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Glycerides, C14-18 and C16-18-unsatd.",67701-29-5,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Glycerides, C14-18 and C16-18-unsatd. mono- and di-",67701-32-0,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Glycerides, C14-18 mono- and di-",67701-33-1,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Fatty acids, coco, diesters with polyethylene glycol",68139-91-3,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Fatty acids, tallow, hydrogenated, potassium salts",68153-66-2,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Fatty acids, coco, esters with sorbitan, ethoxylated",68154-33-6,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Fatty acids, coco, monoesters with sorbitan",68154-36-9,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
".beta.-Alanine, N-(2-aminoethyl)-N-[2-(2-c arboxyethoxy)ethyl]-, N-coco acyl derivs., disod",68411-57-4,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Decanoic acid, reaction products with 2-[(2-aminoethyl)amino]ethanol, acrylic acid alkylate",68815-45-2,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Octanoic acid, reaction products with 2-[(2-aminoethyl)amino]ethanol, acrylic acid alkylate",68815-55-4,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Fatty acids, C16-18 and C18-unsatd., diesters with polyethylene glycol",68989-57-1,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Fatty acids, C16-18 and C18-unsatd., diesters with polyethylene glycol",68989-57-1,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
Sodium chloride (NaCl),7647-14-5,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"2,4-Imidazolidinedione, 5,5-dimethyl-",77-71-4,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Sorbitan, (9Z)-9-octadecenoate (2:3)",8007-43-0,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxohexadecyl)-.omega.-h ydroxy-",9004-94-8,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Poly(oxy-1,2-ethanediyl), .alpha.-[(9Z)-1-oxo-9-octadecen-1-yl]-. omega.-hydroxy-",9004-96-0,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Sorbitan, mono-(9Z)-9-octadecenoate, poly(oxy-1,2-ethanediyl) derivs.",9005-65-6,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Sorbitan, monooctadecanoate, poly(oxy-1,2-ethanediyl) derivs.",9005-67-8,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Sorbitan, tri-(9Z)-9-octadecenoate, poly(oxy-1,2-ethanediyl) derivs.",9005-70-3,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"2,4-Imidazolidinedione, 1,3-dichloro-5-ethyl-5-methyl-",89415-87-2,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Poly(oxy-1,2-ethanediyl), .alpha.-dodecyl-.omega.-hydroxy-",9002-92-0,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-h ydroxy-",9004-99-3,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Poly(oxy-1,2-ethanediyl), .alpha.-[(9Z)-1-oxo-9-octadecen-1-yl]-. omega.-[[(9Z)-1-oxo-9-oct",9005-07-6,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-[(1-o xooctadecyl)oxy]-",9005-08-7,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"1,2,3-Propanetriol, homopolymer, (9Z)-9-octadecenoate",9007-48-1,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"1,2-Propanediol, 3-chloro-",96-24-2,lycoming-pa,WILLIAMSPORT,LONZA GROUP INC,0,51
"Octadecanoic acid, 12-hydroxy-",106-14-9,ulster-ny,New Paltz,KIC Chemicals Inc,0,10
Butanedioic acid,110-15-6,ulster-ny,New Paltz,KIC Chemicals Inc,0,10
2-Butenedioic acid (2E)-,110-17-8,ulster-ny,New Paltz,KIC Chemicals Inc,0,10
Octanoic acid,124-07-2,ulster-ny,New Paltz,KIC Chemicals Inc,0,10
Dodecanoic acid,143-07-7,ulster-ny,New Paltz,KIC Chemicals Inc,0,10
Decanoic acid,334-48-5,ulster-ny,New Paltz,KIC Chemicals Inc,0,10
"1,2,3-Propanetriol",56-81-5,ulster-ny,New Paltz,KIC Chemicals Inc,0,10
Hexadecanoic acid,57-10-3,ulster-ny,New Paltz,KIC Chemicals Inc,0,10
Octadecanoic acid,57-11-4,ulster-ny,New Paltz,KIC Chemicals Inc,0,10
"Fatty acids, C8-10",68937-75-7,ulster-ny,New Paltz,KIC Chemicals Inc,0,10
"Benzene, 1,4-dimethyl-",106-42-3,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
Butane,106-97-8,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Benzene, methyl-",108-88-3,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Benzene, dimethyl-",1330-20-7,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Naphtha (petroleum), heavy straight-run",64741-41-9,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Naphtha (petroleum), full-range straight-run",64741-42-0,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Gas oils (petroleum), straight-run",64741-43-1,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Distillates (petroleum), straight-run middle",64741-44-2,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Distillates (petroleum), straight-run middle",64741-44-2,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Naphtha (petroleum), light straight-run",64741-46-4,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Condensates (petroleum), vacuum tower",64741-49-7,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Naphtha (petroleum), heavy catalytic cracked",64741-54-4,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Naphtha (petroleum), light catalytic cracked",64741-55-5,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Residues (petroleum), vacuum",64741-56-6,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Residues (petroleum), vacuum",64741-56-6,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Gas oils (petroleum), heavy vacuum",64741-57-7,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Gas oils (petroleum), light vacuum",64741-58-8,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Distillates (petroleum), light catalytic cracked",64741-59-9,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Distillates (petroleum), intermediate catalytic cracked",64741-60-2,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Distillates (petroleum), heavy catalytic cracked",64741-61-3,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Clarified oils (petroleum), catalytic cracked",64741-62-4,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Clarified oils (petroleum), catalytic cracked",64741-62-4,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Naphtha (petroleum), light catalytic reformed",64741-63-5,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Naphtha (petroleum), light catalytic reformed",64741-63-5,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Naphtha (petroleum), full-range alkylate",64741-64-6,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Naphtha (petroleum), light alkylate",64741-66-8,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Naphtha (petroleum), heavy catalytic reformed",64741-68-0,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Distillates (petroleum), alkylate",64741-73-7,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Distillates (petroleum), heavy hydrocracked",64741-76-0,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
Coke (petroleum),64741-79-3,st. bernard-la,Chalmette,"Rain CII Carbon LLC, Chalmette Facility",0,72
Coke (petroleum),64741-79-3,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Distillates (petroleum), heavy thermal cracked",64741-81-7,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Distillates (petroleum), light thermal cracked",64741-82-8,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Residual oils (petroleum), solvent-refined",64742-01-4,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Neutralizing agents (petroleum), spent sodium hydroxide",64742-40-1,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Neutralizing agents (petroleum), spent sodium hydroxide",64742-40-1,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Distillates (petroleum), hydrotreated middle",64742-46-7,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Naphtha (petroleum), hydrotreated heavy",64742-48-9,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Naphtha (petroleum), hydrotreated light",64742-49-0,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Residual oils (petroleum), hydrotreated",64742-57-0,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Gas oils (petroleum), hydrodesulfurized",64742-79-6,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Distillates (petroleum), hydrodesulfurized middle",64742-80-9,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Kerosine (petroleum), hydrodesulfurized",64742-81-0,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Solvent naphtha (petroleum), light arom.",64742-95-6,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Coke (petroleum), calcined",64743-05-1,st. bernard-la,Chalmette,"Rain CII Carbon LLC, Chalmette Facility",0,72
"Pitch, petroleum, arom.",68187-58-6,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Distillates (petroleum), crude oil",68410-00-4,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Raffinates (petroleum), catalytic reformer ethylene glycol-water countercurrent exts.",68410-71-9,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Distillates (petroleum), light distillate hydrotreating process, low-boiling",68410-97-9,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Distillates (petroleum), hydrotreated heavy naphtha, deisohexanizer overheads",68410-98-0,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Alkanes, C4-5",68475-60-5,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Hydrocarbons, C3-11, catalytic cracker distillates",68476-46-0,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Hydrocarbons, C5-rich",68476-55-1,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Wastes, petroleum",68477-26-9,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Wastes, petroleum",68477-26-9,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Tail gas (petroleum), saturate gas plant mixed stream, C4-rich",68478-32-0,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Gasoline, straight-run, topping-plant",68606-11-1,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
"Hydrocarbons, C3",68606-26-8,st. bernard-la,Chalmette,Valero Refining - Meraux LLC,0,72
"Hydrocarbons, C3",68606-26-8,st. bernard-la,CHALMETTE,EXXONMOBIL REFINERY COMPLEX,0,72
